,Var1,Var2,value
5235,Isovaleric.Acid,FoodGroupIntakeScore.Legumes,-0.16
5865,Isovaleric.Acid,Methylbutyric.Acid,-0.16
3770,Kidmed,longum.suillum,-0.16
1790,Kidmed,TCA,-0.16
980,Kidmed,TUDCA,-0.16
203,LCA,bMCA,-0.16
3623,LCA,GUDCA,-0.16
4253,LCA,Valeric.Acid,-0.16
128,LCA.S,Propionic.Acid,-0.16
5789,Leucine,FoodGroupIntakeScore.FruitJuices,-0.16
7615,longum.longum,FoodGroupIntakeScore.Alcohol,-0.16
1405,longum.longum,FoodGroupIntakeScore.Eggs,-0.16
7705,longum.longum,FoodGroupIntakeScore.Sauces,-0.16
1045,longum.longum,GHCA,-0.16
3745,longum.longum,longum.suillum,-0.16
3295,longum.longum,THCA,-0.16
762,longum.suillum,CDCA.3OH.S,-0.16
7152,longum.suillum,Kidmed,-0.16
4902,longum.suillum,longum.longum,-0.16
2684,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,FoodGroupIntakeScore.Nuts,-0.16
4845,MacroNutrientsCalculation.TotalFatIntakeG,PercentualTotalEnergyIntake.Fat,-0.16
4485,MacroNutrientsCalculation.TotalFatIntakeG,TaMCA,-0.16
172,MCA,Propionic.Acid,-0.16
1326,Methylbutyric.Acid,Isovaleric.Acid,-0.16
519,PercentualTotalEnergyIntake.Alcohol,DCA,-0.16
7809,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.DietSoftDrinks,-0.16
5289,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.Legumes,-0.16
3219,PercentualTotalEnergyIntake.Alcohol,THDCA,-0.16
2393,PercentualTotalEnergyIntake.Carbohydrate,GCA.3OH.S,-0.16
1044,PercentualTotalEnergyIntake.Fat,GHCA,-0.16
6714,PercentualTotalEnergyIntake.Fat,MacroNutrientsCalculation.TotalFatIntakeG,-0.16
812,Propionic.Acid,GCA,-0.16
3332,Propionic.Acid,LCA.S,-0.16
7292,Propionic.Acid,MCA,-0.16
7832,Propionic.Acid,TDCA,-0.16
4455,pseudocatenulatum,TaMCA,-0.16
4545,pseudocatenulatum,TCDCA,-0.16
5720,TaMCA,FoodGroupIntakeScore.SaltySnacks,-0.16
6710,TaMCA,MacroNutrientsCalculation.TotalFatIntakeG,-0.16
4010,TaMCA,pseudocatenulatum,-0.16
1190,TCA,GLCA,-0.16
7130,TCA,Kidmed,-0.16
2720,TCA,TLCA,-0.16
4011,TCDCA,pseudocatenulatum,-0.16
898,TDCA,GCA,-0.16
178,TDCA,Propionic.Acid,-0.16
7957,THCA,CDCA,-0.16
4897,THCA,longum.longum,-0.16
6156,THDCA,PercentualTotalEnergyIntake.Alcohol,-0.16
2191,TLCA,FoodGroupIntakeScore.NonRefinedCereals,-0.16
1741,TLCA,TCA,-0.16
4331,TUDCA,FoodGroupIntakeScore.Olives,-0.16
7121,TUDCA,Kidmed,-0.16
2028,Valeric.Acid,LCA,-0.16
7415,Valine,FoodGroupIntakeScore.RegularSoftDrinks,-0.16
1447,Acetic.Acid,animalis.animalis,-0.17
3266,aMCA,THCA,-0.17
2726,aMCA,TLCA,-0.17
557,animalis.animalis,Acetic.Acid,-0.17
7127,animalis.animalis,Kidmed,-0.17
289,bifidum,CA,-0.17
2613,bMCA,FoodGroupIntakeScore.Nuts,-0.17
5773,breve,FoodGroupIntakeScore.FruitJuices,-0.17
1624,CA,bifidum,-0.17
7426,Caproic.acid,FoodGroupIntakeScore.RegularSoftDrinks,-0.17
989,CDCA,TUDCA,-0.17
7389,CDCA.3OH.S,FoodGroupIntakeScore.RegularSoftDrinks,-0.17
6036,DCA,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.17
5710,DCA.3OH.S,FoodGroupIntakeScore.SaltySnacks,-0.17
2611,DHCA,FoodGroupIntakeScore.Nuts,-0.17
8011,DHCA,GHDCA,-0.17
4861,DHCA,longum.longum,-0.17
3310,FoodGroupIntakeScore...liveOil,THCA,-0.17
1960,FoodGroupIntakeScore...liveOil,UDCA,-0.17
7015,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.Vegetables,-0.17
6745,FoodGroupIntakeScore.Alcohol,MacroNutrientsCalculation.TotalFatIntakeG,-0.17
5935,FoodGroupIntakeScore.Alcohol,Methylbutyric.Acid,-0.17
2435,FoodGroupIntakeScore.CoffeTea,UDCA.3OH.S,-0.17
2626,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.Nuts,-0.17
6406,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.RefinedCereals,-0.17
1145,FoodGroupIntakeScore.FruitJuices,breve,-0.17
965,FoodGroupIntakeScore.FruitJuices,TUDCA,-0.17
5999,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.Sweeteners,-0.17
6089,FoodGroupIntakeScore.Legumes,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.17
6955,FoodGroupIntakeScore.NonRefinedCereals,FoodGroupIntakeScore.Vegetables,-0.17
6595,FoodGroupIntakeScore.NonRefinedCereals,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.17
6145,FoodGroupIntakeScore.NonRefinedCereals,PercentualTotalEnergyIntake.Alcohol,-0.17
4525,FoodGroupIntakeScore.NonRefinedCereals,TCDCA,-0.17
210,FoodGroupIntakeScore.Nuts,bMCA,-0.17
30,FoodGroupIntakeScore.Nuts,DHCA,-0.17
1380,FoodGroupIntakeScore.Nuts,FoodGroupIntakeScore.Eggs,-0.17
7140,FoodGroupIntakeScore.Nuts,Kidmed,-0.17
4729,FoodGroupIntakeScore.Olives,PercentualTotalEnergyIntake.Carbohydrate,-0.17
1320,FoodGroupIntakeScore.Poultry,Isovaleric.Acid,-0.17
2490,FoodGroupIntakeScore.Poultry,UDCA.3OH.S,-0.17
2506,FoodGroupIntakeScore.RedMeatAndProducts,UDCA.3OH.S,-0.17
1422,FoodGroupIntakeScore.RefinedCereals,FoodGroupIntakeScore.Eggs,-0.17
4133,FoodGroupIntakeScore.RegularSoftDrinks,Caproic.acid,-0.17
803,FoodGroupIntakeScore.RegularSoftDrinks,CDCA.3OH.S,-0.17
3574,FoodGroupIntakeScore.SaltySnacks,DCA.3OH.S,-0.17
2494,FoodGroupIntakeScore.SaltySnacks,UDCA.3OH.S,-0.17
7016,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.Vegetables,-0.17
6746,FoodGroupIntakeScore.Sauces,MacroNutrientsCalculation.TotalFatIntakeG,-0.17
5936,FoodGroupIntakeScore.Sauces,Methylbutyric.Acid,-0.17
5287,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.Legumes,-0.17
3054,FoodGroupIntakeScore.TotalSoftDrinks,HCA,-0.17
4314,FoodGroupIntakeScore.TotalSoftDrinks,Valeric.Acid,-0.17
3761,FoodGroupIntakeScore.VegetableOils,longum.suillum,-0.17
1961,FoodGroupIntakeScore.VegetableOils,UDCA,-0.17
7638,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore.Alcohol,-0.17
2238,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore.NonRefinedCereals,-0.17
7728,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore.Sauces,-0.17
2892,GHCA,Heptanoic.Acid,-0.17
90,GHDCA,DHCA,-0.17
7504,HCA,FoodGroupIntakeScore.TotalSoftDrinks,-0.17
3994,HCA,pseudocatenulatum,-0.17
2919,HDCA,Heptanoic.Acid,-0.17
129,HDCA,Propionic.Acid,-0.17
1023,Heptanoic.Acid,GHCA,-0.17
3453,Heptanoic.Acid,HDCA,-0.17
5325,Isovaleric.Acid,FoodGroupIntakeScore.Poultry,-0.17
1520,Kidmed,animalis.animalis,-0.17
2690,Kidmed,FoodGroupIntakeScore.Nuts,-0.17
3173,LCA,THDCA,-0.17
55,longum.longum,DHCA,-0.17
6342,longum.suillum,FoodGroupIntakeScore.VegetableOils,-0.17
5532,longum.suillum,MacroNutrientsCalculation.TotalProteinIntakeG,-0.17
518,MacroNutrientsCalculation.TotalAlcoholIntakeG,DCA,-0.17
5288,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.Legumes,-0.17
5648,MacroNutrientsCalculation.TotalAlcoholIntakeG,PercentualTotalEnergyIntake.Protein,-0.17
3218,MacroNutrientsCalculation.TotalAlcoholIntakeG,THDCA,-0.17
2234,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,FoodGroupIntakeScore.NonRefinedCereals,-0.17
7635,MacroNutrientsCalculation.TotalFatIntakeG,FoodGroupIntakeScore.Alcohol,-0.17
7725,MacroNutrientsCalculation.TotalFatIntakeG,FoodGroupIntakeScore.Sauces,-0.17
3752,MacroNutrientsCalculation.TotalProteinIntakeG,longum.suillum,-0.17
6182,MacroNutrientsCalculation.TotalProteinIntakeG,PercentualTotalEnergyIntake.Alcohol,-0.17
7626,Methylbutyric.Acid,FoodGroupIntakeScore.Alcohol,-0.17
7716,Methylbutyric.Acid,FoodGroupIntakeScore.Sauces,-0.17
2229,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.NonRefinedCereals,-0.17
5559,PercentualTotalEnergyIntake.Alcohol,MacroNutrientsCalculation.TotalProteinIntakeG,-0.17
4373,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.Olives,-0.17
2484,PercentualTotalEnergyIntake.Fat,UDCA.3OH.S,-0.17
6093,PercentualTotalEnergyIntake.Protein,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.17
3422,Propionic.Acid,HDCA,-0.17
3015,pseudocatenulatum,HCA,-0.17
2211,TCDCA,FoodGroupIntakeScore.NonRefinedCereals,-0.17
2287,THCA,aMCA,-0.17
6247,THCA,FoodGroupIntakeScore...liveOil,-0.17
2016,THDCA,LCA,-0.17
6066,THDCA,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.17
2281,TLCA,aMCA,-0.17
7931,TUDCA,CDCA,-0.17
5771,TUDCA,FoodGroupIntakeScore.FruitJuices,-0.17
6232,UDCA,FoodGroupIntakeScore...liveOil,-0.17
6322,UDCA,FoodGroupIntakeScore.VegetableOils,-0.17
388,UDCA.3OH.S,FoodGroupIntakeScore.CoffeTea,-0.17
5338,UDCA.3OH.S,FoodGroupIntakeScore.Poultry,-0.17
6778,UDCA.3OH.S,FoodGroupIntakeScore.RedMeatAndProducts,-0.17
5698,UDCA.3OH.S,FoodGroupIntakeScore.SaltySnacks,-0.17
4798,UDCA.3OH.S,PercentualTotalEnergyIntake.Fat,-0.17
7518,Valeric.Acid,FoodGroupIntakeScore.TotalSoftDrinks,-0.17
5677,Acetic.Acid,FoodGroupIntakeScore.SaltySnacks,-0.18
5407,Acetic.Acid,Isoleucine,-0.18
4787,animalis.animalis,PercentualTotalEnergyIntake.Fat,-0.18
2719,bifidum,TLCA,-0.18
8013,bMCA,GHDCA,-0.18
3153,bMCA,THDCA,-0.18
7573,breve,FoodGroupIntakeScore.Alcohol,-0.18
7663,breve,FoodGroupIntakeScore.Sauces,-0.18
2353,breve,GCA.3OH.S,-0.18
4017,Butyric.Acid,pseudocatenulatum,-0.18
2757,Butyric.Acid,TLCA,-0.18
5713,CA.3OH.S,FoodGroupIntakeScore.SaltySnacks,-0.18
133,CA.3OH.S,Propionic.Acid,-0.18
4776,DCA,PercentualTotalEnergyIntake.Fat,-0.18
700,FoodGroupIntakeScore...liveOil,FoodGroupIntakeScore.LowFatDairyProducts,-0.18
5650,FoodGroupIntakeScore...liveOil,PercentualTotalEnergyIntake.Protein,-0.18
1165,FoodGroupIntakeScore.Alcohol,breve,-0.18
6565,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.Sweets,-0.18
7467,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.RegularSoftDrinks,-0.18
6567,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.Sweets,-0.18
6747,FoodGroupIntakeScore.DietSoftDrinks,MacroNutrientsCalculation.TotalFatIntakeG,-0.18
7036,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.Fruits,-0.18
7396,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.RegularSoftDrinks,-0.18
3501,FoodGroupIntakeScore.Fish,HDCA,-0.18
1429,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.Eggs,-0.18
6218,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore...liveOil,-0.18
3608,FoodGroupIntakeScore.LowFatDairyProducts,GUDCA,-0.18
4705,FoodGroupIntakeScore.NonRefinedCereals,PercentualTotalEnergyIntake.Carbohydrate,-0.18
1740,FoodGroupIntakeScore.Nuts,TCA,-0.18
3028,FoodGroupIntakeScore.Potatoes,HCA,-0.18
7168,FoodGroupIntakeScore.Potatoes,Kidmed,-0.18
3660,FoodGroupIntakeScore.Poultry,GUDCA,-0.18
3120,FoodGroupIntakeScore.Poultry,Valine,-0.18
7823,FoodGroupIntakeScore.RegularSoftDrinks,FoodGroupIntakeScore.DietSoftDrinks,-0.18
1433,FoodGroupIntakeScore.RegularSoftDrinks,FoodGroupIntakeScore.Eggs,-0.18
893,FoodGroupIntakeScore.RegularSoftDrinks,GCA,-0.18
5663,FoodGroupIntakeScore.RegularSoftDrinks,PercentualTotalEnergyIntake.Protein,-0.18
2513,FoodGroupIntakeScore.RegularSoftDrinks,UDCA.3OH.S,-0.18
604,FoodGroupIntakeScore.SaltySnacks,Acetic.Acid,-0.18
3844,FoodGroupIntakeScore.SaltySnacks,CA.3OH.S,-0.18
7894,FoodGroupIntakeScore.SaltySnacks,TDCA,-0.18
1166,FoodGroupIntakeScore.Sauces,breve,-0.18
6566,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.Sweets,-0.18
7633,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore.Alcohol,-0.18
7813,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore.DietSoftDrinks,-0.18
7723,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore.Sauces,-0.18
4488,FoodGroupIntakeScore.Vegetables,TaMCA,-0.18
7390,GCA,FoodGroupIntakeScore.RegularSoftDrinks,-0.18
1107,GCA.3OH.S,breve,-0.18
5882,GCDCA,Methylbutyric.Acid,-0.18
3081,GDHCA,Valine,-0.18
270,GHDCA,bMCA,-0.18
6674,GLCA,MacroNutrientsCalculation.TotalFatIntakeG,-0.18
671,GUDCA,FoodGroupIntakeScore.LowFatDairyProducts,-0.18
5351,GUDCA,FoodGroupIntakeScore.Poultry,-0.18
5164,HCA,FoodGroupIntakeScore.Potatoes,-0.18
4534,HCA,TCDCA,-0.18
7239,HDCA,FoodGroupIntakeScore.Fish,-0.18
2572,Isobutyric.Acid,Leucine,-0.18
7342,Isobutyric.Acid,MCA,-0.18
601,Isoleucine,Acetic.Acid,-0.18
5210,Kidmed,FoodGroupIntakeScore.Potatoes,-0.18
4703,LCA,PercentualTotalEnergyIntake.Carbohydrate,-0.18
1928,LCA.S,UDCA,-0.18
4619,Leucine,Isobutyric.Acid,-0.18
6684,longum.infantis,MacroNutrientsCalculation.TotalFatIntakeG,-0.18
4214,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,TDHCA,-0.18
7815,MacroNutrientsCalculation.TotalFatIntakeG,FoodGroupIntakeScore.DietSoftDrinks,-0.18
1245,MacroNutrientsCalculation.TotalFatIntakeG,GLCA,-0.18
2145,MacroNutrientsCalculation.TotalFatIntakeG,longum.infantis,-0.18
4672,MCA,Isobutyric.Acid,-0.18
2856,Methylbutyric.Acid,GCDCA,-0.18
2213,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.NonRefinedCereals,-0.18
2033,PercentualTotalEnergyIntake.Carbohydrate,LCA,-0.18
1763,PercentualTotalEnergyIntake.Carbohydrate,TCA,-0.18
1494,PercentualTotalEnergyIntake.Fat,animalis.animalis,-0.18
504,PercentualTotalEnergyIntake.Fat,DCA,-0.18
6273,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore...liveOil,-0.18
7443,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.RegularSoftDrinks,-0.18
4563,PercentualTotalEnergyIntake.Protein,TCDCA,-0.18
3782,Propionic.Acid,CA.3OH.S,-0.18
5085,pseudocatenulatum,Butyric.Acid,-0.18
2475,pseudocatenulatum,UDCA.3OH.S,-0.18
6980,TaMCA,FoodGroupIntakeScore.Vegetables,-0.18
2630,TCA,FoodGroupIntakeScore.Nuts,-0.18
4700,TCA,PercentualTotalEnergyIntake.Carbohydrate,-0.18
3021,TCDCA,HCA,-0.18
5631,TCDCA,PercentualTotalEnergyIntake.Protein,-0.18
5758,TDCA,FoodGroupIntakeScore.SaltySnacks,-0.18
6617,TDHCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.18
216,THDCA,bMCA,-0.18
1651,TLCA,bifidum,-0.18
5071,TLCA,Butyric.Acid,-0.18
3352,UDCA,LCA.S,-0.18
7408,UDCA.3OH.S,FoodGroupIntakeScore.RegularSoftDrinks,-0.18
3988,UDCA.3OH.S,pseudocatenulatum,-0.18
5345,Valine,FoodGroupIntakeScore.Poultry,-0.18
1835,Valine,GDHCA,-0.18
1934,adolescentis,UDCA,-0.19
6776,aMCA,FoodGroupIntakeScore.RedMeatAndProducts,-0.19
4706,aMCA,PercentualTotalEnergyIntake.Carbohydrate,-0.19
116,aMCA,Propionic.Acid,-0.19
4337,animalis.animalis,FoodGroupIntakeScore.Olives,-0.19
2163,bMCA,FoodGroupIntakeScore.NonRefinedCereals,-0.19
6663,bMCA,MacroNutrientsCalculation.TotalFatIntakeG,-0.19
3523,breve,DCA.3OH.S,-0.19
2803,breve,GCDCA,-0.19
904,CA,TUDCA,-0.19
2473,CA.3OH.S,UDCA.3OH.S,-0.19
2746,Caproic.acid,TLCA,-0.19
1120,DCA.3OH.S,breve,-0.19
7150,DCA.3OH.S,Kidmed,-0.19
6485,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.Sweets,-0.19
4145,FoodGroupIntakeScore.CoffeTea,TDHCA,-0.19
905,FoodGroupIntakeScore.CoffeTea,TUDCA,-0.19
1427,FoodGroupIntakeScore.ColdCuts,FoodGroupIntakeScore.Eggs,-0.19
6477,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.RefinedCereals,-0.19
4317,FoodGroupIntakeScore.DietSoftDrinks,Valeric.Acid,-0.19
6856,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.ColdCuts,-0.19
2078,FoodGroupIntakeScore.LowFatDairyProducts,longum.infantis,-0.19
205,FoodGroupIntakeScore.NonRefinedCereals,bMCA,-0.19
1489,FoodGroupIntakeScore.Olives,animalis.animalis,-0.19
3289,FoodGroupIntakeScore.Olives,THCA,-0.19
2326,FoodGroupIntakeScore.RedMeatAndProducts,aMCA,-0.19
4036,FoodGroupIntakeScore.RedMeatAndProducts,pseudocatenulatum,-0.19
7812,FoodGroupIntakeScore.RefinedCereals,FoodGroupIntakeScore.DietSoftDrinks,-0.19
4924,FoodGroupIntakeScore.SaltySnacks,longum.longum,-0.19
4856,FoodGroupIntakeScore.Sauces,PercentualTotalEnergyIntake.Fat,-0.19
433,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore.CoffeTea,-0.19
2514,FoodGroupIntakeScore.TotalSoftDrinks,UDCA.3OH.S,-0.19
4481,FoodGroupIntakeScore.VegetableOils,TaMCA,-0.19
4301,FoodGroupIntakeScore.VegetableOils,Valeric.Acid,-0.19
1197,GCA.3OH.S,GLCA,-0.19
3717,GCA.3OH.S,longum.suillum,-0.19
1112,GCDCA,breve,-0.19
4532,GCDCA,TCDCA,-0.19
2898,GDCA,Heptanoic.Acid,-0.19
2982,GHCA,HCA,-0.19
4770,GHDCA,PercentualTotalEnergyIntake.Carbohydrate,-0.19
2354,GLCA,GCA.3OH.S,-0.19
2444,GLCA,UDCA.3OH.S,-0.19
1024,HCA,GHCA,-0.19
4264,HCA,Valeric.Acid,-0.19
1563,Heptanoic.Acid,GDCA,-0.19
2752,Isobutyric.Acid,TLCA,-0.19
3590,Kidmed,DCA.3OH.S,-0.19
2723,LCA,TLCA,-0.19
654,longum.infantis,FoodGroupIntakeScore.LowFatDairyProducts,-0.19
5725,longum.longum,FoodGroupIntakeScore.SaltySnacks,-0.19
1765,longum.longum,TCA,-0.19
2382,longum.suillum,GCA.3OH.S,-0.19
255,MacroNutrientsCalculation.TotalFatIntakeG,bMCA,-0.19
152,MacroNutrientsCalculation.TotalProteinIntakeG,Propionic.Acid,-0.19
4762,MCA,PercentualTotalEnergyIntake.Carbohydrate,-0.19
2766,Methylbutyric.Acid,TLCA,-0.19
2303,PercentualTotalEnergyIntake.Carbohydrate,aMCA,-0.19
8063,PercentualTotalEnergyIntake.Carbohydrate,GHDCA,-0.19
7343,PercentualTotalEnergyIntake.Carbohydrate,MCA,-0.19
7883,PercentualTotalEnergyIntake.Carbohydrate,TDCA,-0.19
2483,PercentualTotalEnergyIntake.Carbohydrate,UDCA.3OH.S,-0.19
7704,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore.Sauces,-0.19
2252,Propionic.Acid,aMCA,-0.19
5492,Propionic.Acid,MacroNutrientsCalculation.TotalProteinIntakeG,-0.19
6795,pseudocatenulatum,FoodGroupIntakeScore.RedMeatAndProducts,-0.19
6350,TaMCA,FoodGroupIntakeScore.VegetableOils,-0.19
4880,TCA,longum.longum,-0.19
2841,TCDCA,GCDCA,-0.19
4768,TDCA,PercentualTotalEnergyIntake.Carbohydrate,-0.19
4318,TDCA,Valeric.Acid,-0.19
407,TDHCA,FoodGroupIntakeScore.CoffeTea,-0.19
4357,THCA,FoodGroupIntakeScore.Olives,-0.19
4081,TLCA,Caproic.acid,-0.19
4621,TLCA,Isobutyric.Acid,-0.19
2011,TLCA,LCA,-0.19
5881,TLCA,Methylbutyric.Acid,-0.19
281,TUDCA,CA,-0.19
371,TUDCA,FoodGroupIntakeScore.CoffeTea,-0.19
3892,UDCA,adolescentis,-0.19
3808,UDCA.3OH.S,CA.3OH.S,-0.19
7498,UDCA.3OH.S,FoodGroupIntakeScore.TotalSoftDrinks,-0.19
1198,UDCA.3OH.S,GLCA,-0.19
4708,UDCA.3OH.S,PercentualTotalEnergyIntake.Carbohydrate,-0.19
7788,Valeric.Acid,FoodGroupIntakeScore.DietSoftDrinks,-0.19
6348,Valeric.Acid,FoodGroupIntakeScore.VegetableOils,-0.19
3018,Valeric.Acid,HCA,-0.19
7878,Valeric.Acid,TDCA,-0.19
2347,Acetic.Acid,GCA.3OH.S,-0.2
1304,adolescentis,Isovaleric.Acid,-0.2
2024,adolescentis,LCA,-0.2
3527,animalis.animalis,DCA.3OH.S,-0.2
7037,animalis.animalis,FoodGroupIntakeScore.Fruits,-0.2
6497,animalis.animalis,FoodGroupIntakeScore.Sweets,-0.2
5417,animalis.animalis,Isoleucine,-0.2
2087,animalis.animalis,longum.infantis,-0.2
5867,animalis.animalis,Methylbutyric.Acid,-0.2
4789,bifidum,PercentualTotalEnergyIntake.Fat,-0.2
5224,CA,FoodGroupIntakeScore.Legumes,-0.2
1573,CA.3OH.S,GDCA,-0.2
406,Caproic.acid,FoodGroupIntakeScore.CoffeTea,-0.2
816,DCA,GCA,-0.2
1266,DCA,Isovaleric.Acid,-0.2
1480,DCA.3OH.S,animalis.animalis,-0.2
7060,DCA.3OH.S,FoodGroupIntakeScore.Fruits,-0.2
6481,DHCA,FoodGroupIntakeScore.Sweets,-0.2
6661,DHCA,MacroNutrientsCalculation.TotalFatIntakeG,-0.2
2425,FoodGroupIntakeScore.Alcohol,GCA.3OH.S,-0.2
4855,FoodGroupIntakeScore.Alcohol,PercentualTotalEnergyIntake.Fat,-0.2
4055,FoodGroupIntakeScore.CoffeTea,Caproic.acid,-0.2
995,FoodGroupIntakeScore.CoffeTea,GHCA,-0.2
977,FoodGroupIntakeScore.ColdCuts,TUDCA,-0.2
826,FoodGroupIntakeScore.Eggs,GCA,-0.2
3215,FoodGroupIntakeScore.FruitJuices,THDCA,-0.2
1519,FoodGroupIntakeScore.Fruits,animalis.animalis,-0.2
3589,FoodGroupIntakeScore.Fruits,DCA.3OH.S,-0.2
329,FoodGroupIntakeScore.Legumes,CA,-0.2
4418,FoodGroupIntakeScore.LowFatDairyProducts,TaMCA,-0.2
4795,FoodGroupIntakeScore.NonRefinedCereals,PercentualTotalEnergyIntake.Fat,-0.2
3019,FoodGroupIntakeScore.Olives,HCA,-0.2
6448,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.RefinedCereals,-0.2
1050,FoodGroupIntakeScore.Poultry,GHCA,-0.2
5202,FoodGroupIntakeScore.RefinedCereals,FoodGroupIntakeScore.Potatoes,-0.2
3762,FoodGroupIntakeScore.RefinedCereals,longum.suillum,-0.2
2426,FoodGroupIntakeScore.Sauces,GCA.3OH.S,-0.2
4207,FoodGroupIntakeScore.Sweeteners,TDHCA,-0.2
967,FoodGroupIntakeScore.Sweeteners,TUDCA,-0.2
1513,FoodGroupIntakeScore.Sweets,animalis.animalis,-0.2
73,FoodGroupIntakeScore.Sweets,DHCA,-0.2
4033,FoodGroupIntakeScore.Sweets,pseudocatenulatum,-0.2
2141,FoodGroupIntakeScore.VegetableOils,longum.infantis,-0.2
8088,FoodGroupIntakeScore.Vegetables,GHDCA,-0.2
460,GCA,DCA,-0.2
1360,GCA,FoodGroupIntakeScore.Eggs,-0.2
567,GCA.3OH.S,Acetic.Acid,-0.2
7587,GCA.3OH.S,FoodGroupIntakeScore.Alcohol,-0.2
7677,GCA.3OH.S,FoodGroupIntakeScore.Sauces,-0.2
4797,GCA.3OH.S,PercentualTotalEnergyIntake.Fat,-0.2
3798,GDCA,CA.3OH.S,-0.2
372,GHCA,FoodGroupIntakeScore.CoffeTea,-0.2
5322,GHCA,FoodGroupIntakeScore.Poultry,-0.2
7020,GHDCA,FoodGroupIntakeScore.Vegetables,-0.2
5621,GUDCA,PercentualTotalEnergyIntake.Protein,-0.2
4354,HCA,FoodGroupIntakeScore.Olives,-0.2
2109,HDCA,longum.infantis,-0.2
7869,HDCA,TDCA,-0.2
1501,Isoleucine,animalis.animalis,-0.2
3885,Isovaleric.Acid,adolescentis,-0.2
465,Isovaleric.Acid,DCA,-0.2
3893,LCA,adolescentis,-0.2
7868,LCA.S,TDCA,-0.2
5879,Leucine,Methylbutyric.Acid,-0.2
1464,longum.infantis,animalis.animalis,-0.2
6324,longum.infantis,FoodGroupIntakeScore.VegetableOils,-0.2
3444,longum.infantis,HDCA,-0.2
5545,longum.longum,MacroNutrientsCalculation.TotalProteinIntakeG,-0.2
955,longum.longum,TUDCA,-0.2
6432,longum.suillum,FoodGroupIntakeScore.RefinedCereals,-0.2
75,MacroNutrientsCalculation.TotalFatIntakeG,DHCA,-0.2
4922,MacroNutrientsCalculation.TotalProteinIntakeG,longum.longum,-0.2
4582,MCA,TCDCA,-0.2
1506,Methylbutyric.Acid,animalis.animalis,-0.2
2586,Methylbutyric.Acid,Leucine,-0.2
1674,PercentualTotalEnergyIntake.Fat,bifidum,-0.2
7614,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore.Alcohol,-0.2
2214,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore.NonRefinedCereals,-0.2
2394,PercentualTotalEnergyIntake.Fat,GCA.3OH.S,-0.2
3663,PercentualTotalEnergyIntake.Protein,GUDCA,-0.2
6525,pseudocatenulatum,FoodGroupIntakeScore.Sweets,-0.2
680,TaMCA,FoodGroupIntakeScore.LowFatDairyProducts,-0.2
3110,TaMCA,Valine,-0.2
7341,TCDCA,MCA,-0.2
3508,TDCA,HDCA,-0.2
3418,TDCA,LCA.S,-0.2
